Pmin_TNS,0.0,0.0
Pmin_TNPEN,0.0,0.0
Pmed_TNOS,0.0,0.0
Pmin_TNPA,0.0,0.0
Pmed_TNPA,0.0,0.0
Pmax_TNPA,0.0,0.0
Pstd_TNPA,0.0,0.0
Pmin_TNPCL,0.0,0.0
Pmed_TNPCL,0.0,0.0
Pmed_TNPEN,0.0,0.0
Pmed_TNPM,0.0,0.0
Pmax_TNPEN,0.0,0.0
Psum_TNPEN,0.0,0.0
Pstd_TNPEN,0.0,0.0
Pmin_TNPIN,0.0,0.0
Pmed_TNPIN,0.0,0.0
Pmed_TNPKG,0.0,0.0
Pmin_TNPM,0.0,0.0
Pmed_LOC,0.0,0.0
Pmed_NCL,0.0,0.0
Cstd_TNM,0.0,0.0
Cmed_TNLG,0.0,0.0
Cmin_TNLM,0.0,0.0
Cmed_TNLM,0.0,0.0
Cstd_TNLM,0.0,0.0
Cmin_TNLPA,0.0,0.0
Cmed_TNLPA,0.0,0.0
Cmax_TNLPA,0.0,0.0
Csum_TNLPA,0.0,0.0
Cstd_TNLPA,0.0,0.0
Cmin_TNLPM,0.0,0.0
Cmed_TNLPM,0.0,0.0
Cstd_TNLPM,0.0,0.0
Cmin_TNLS,0.0,0.0
Cmed_TNLS,0.0,0.0
Cstd_TNLS,0.0,0.0
Cmin_TNM,0.0,0.0
Cmed_TNM,0.0,0.0
has wiki,0.0,0.0
Cstd_TNLG,0.0,0.0
Cmin_TNLG,0.0,0.0
Cstd_TNOS,0.0,0.0
Cstd_TNLA,0.0,0.0
Cstd_NPM,0.0,0.0
Cmin_NS,0.0,0.0
Cmed_NS,0.0,0.0
Cmin_TLLOC,0.0,0.0
Cmed_TLLOC,0.0,0.0
Cstd_TLLOC,0.0,0.0
Cmin_TLOC,0.0,0.0
Cmed_TLOC,0.0,0.0
Cstd_TLOC,0.0,0.0
Cmin_TNA,0.0,0.0
Cmed_TNA,0.0,0.0
Cstd_TNA,0.0,0.0
Cmin_TNG,0.0,0.0
Cmed_TNG,0.0,0.0
Cstd_TNG,0.0,0.0
Cmin_TNLA,0.0,0.0
Cmed_TNLA,0.0,0.0
Cmed_TNOS,0.0,0.0
Cmin_LCOM5,0.0,0.0
Cmin_TNPA,0.0,0.0
Pmed_TCD,0.0,0.0
Pmed_PUA,0.0,0.0
Pstd_PUA,0.0,0.0
Pmin_TAD,0.0,0.0
Pmed_TAD,0.0,0.0
Pmax_TAD,0.0,0.0
Pstd_TAD,0.0,0.0
Pmin_TCD,0.0,0.0
Pmax_TCD,0.0,0.0
Pstd_CD,0.0,0.0
Pstd_TCD,0.0,0.0
Pmin_TCLOC,0.0,0.0
Pmed_TCLOC,0.0,0.0
Pmin_TPDA,0.0,0.0
Pmed_TPDA,0.0,0.0
Pmin_TPUA,0.0,0.0
Pmed_TPUA,0.0,0.0
Pmed_CLOC,0.0,0.0
Pmed_PDA,0.0,0.0
Cmin_TNS,0.0,0.0
Cstd_TNPM,0.0,0.0
Pmed_CD,0.0,0.0
Cmed_TNPA,0.0,0.0
Pstd_AD,0.0,0.0
Cmax_TNPA,0.0,0.0
Csum_TNPA,0.0,0.0
Cstd_TNPA,0.0,0.0
Pmax_AD,0.0,0.0
Cmin_TNPM,0.0,0.0
Pmed_AD,0.0,0.0
Cmed_TNS,0.0,0.0
Cmed_TNPM,0.0,0.0
Pmax_CD,0.0,0.0
Psum_TNPKG,-0.0,0.000539
Cmax_TNG,-0.0,7.9e-05
Pmax_TLOC,-0.0,0.001127
Fsum_LOC,-0.0,0.001127
Pmax_TNFI,-0.0,0.000998
Psum_LOC,-0.0,0.001127
Csum_CLOC,-2.5e-05,0.000412
Fsum_PUA,-7.5e-05,0.000231
Psum_PUA,-7.5e-05,0.000231
Pmax_TPUA,-7.5e-05,0.000231
Csum_TNA,-0.0001,0.000867
Cmax_NA,-0.000124,0.000528
Cmax_WMC,-0.000199,0.000169
